epoch,loss,psnr,val_loss,val_psnr
0,0.0013049626722931862,32.44761657714844,0.0005231992108747363,37.21902084350586
1,0.0010151223978027701,33.449459075927734,0.00047860454651527107,37.83502960205078
2,0.0009656602051109076,33.7927360534668,0.00046245151315815747,38.111141204833984
3,0.0009551309049129486,33.9395751953125,0.00045625219354406,38.27408218383789
4,0.0009434379753656685,34.09579849243164,0.0004485271929297596,38.589195251464844
5,0.0009334718924947083,34.1118049621582,0.0004438233154360205,38.638336181640625
6,0.0009251841111108661,34.13014602661133,0.00044102570973336697,38.56846618652344
7,0.000920903286896646,34.15939712524414,0.00044072329183109105,38.42795181274414
8,0.0009139967733062804,34.20494079589844,0.00043447702773846686,38.508323669433594
9,0.0009026317275129259,34.2437629699707,0.00043304881546646357,38.553340911865234
10,0.0009037889540195465,34.24627685546875,0.0004303516761865467,38.62705612182617
11,0.0008980412967503071,34.26157760620117,0.0004289507050998509,38.47439193725586
12,0.0008977364050224423,34.26007843017578,0.0004280483117327094,38.4621467590332
13,0.0008963486761786044,34.24359130859375,0.0004283261368982494,38.41102600097656
14,0.0008978390833362937,34.24874496459961,0.00042758710333146155,38.4138069152832
15,0.0008897122461348772,34.26506423950195,0.00042786780977621675,38.334468841552734
16,0.000889273826032877,34.25432205200195,0.00042740433127619326,38.4130859375
17,0.0008901028195396066,34.26640319824219,0.00042775546899065375,38.35660171508789
