epoch,loss,psnr,val_loss,val_psnr
0,0.005396134685724974,27.2119140625,0.003085592295974493,29.099328994750977
1,0.003092563711106777,29.849313735961914,0.0028522212523967028,30.063840866088867
2,0.0029440480284392834,30.402006149291992,0.0027427829336375,30.517736434936523
3,0.0028656013309955597,30.701765060424805,0.00268926820717752,30.648906707763672
4,0.00282271602191031,30.874069213867188,0.0026568754110485315,30.832788467407227
5,0.0027941984590142965,31.029876708984375,0.002634159056469798,30.950998306274414
6,0.0027827080339193344,31.117502212524414,0.0026162376161664724,31.065074920654297
7,0.002769782207906246,31.19870948791504,0.002608254551887512,31.062633514404297
8,0.0027595011051744223,31.24601173400879,0.0026103865820914507,30.9918155670166
9,0.002749463776126504,31.309709548950195,0.002584806876257062,31.247093200683594
10,0.0027387868613004684,31.348905563354492,0.00258220499381423,31.1935977935791
11,0.002723107347264886,31.399215698242188,0.0025755534879863262,31.088502883911133
12,0.0027159114833921194,31.439313888549805,0.002572315977886319,31.075407028198242
13,0.0026954272761940956,31.711406707763672,0.002544964663684368,31.512569427490234
14,0.0026952179614454508,31.73078727722168,0.0025473730638623238,31.353565216064453
15,0.0026868160348385572,31.7551326751709,0.0025441308971494436,31.376554489135742
16,0.002689065644517541,31.762996673583984,0.0025356258265674114,31.514158248901367
17,0.002688664011657238,31.769004821777344,0.002533045131713152,31.51266860961914
18,0.002675137482583523,31.80370330810547,0.0025324602611362934,31.461395263671875
19,0.0026758178137242794,31.815349578857422,0.0025319119449704885,31.377290725708008
20,0.0026659106370061636,31.961284637451172,0.0025206974241882563,31.678207397460938
21,0.0026738159358501434,31.949684143066406,0.0025153898168355227,31.6683292388916
22,0.00266463216394186,31.971179962158203,0.0025153611786663532,31.579204559326172
23,0.00266508711501956,31.980958938598633,0.0025131916627287865,31.697458267211914
24,0.002663958817720413,31.977493286132812,0.0025139227509498596,31.663360595703125
25,0.0026600584387779236,31.994340896606445,0.0025133902672678232,31.70772933959961
26,0.0026521249674260616,32.010711669921875,0.002512605395168066,31.636062622070312
27,0.002659544814378023,32.011051177978516,0.002506198827177286,31.737751007080078
28,0.0026613513473421335,32.00112533569336,0.002507394179701805,31.73553466796875
29,0.002656072610989213,32.00339889526367,0.0025053112767636776,31.704313278198242
30,0.002650007139891386,32.025230407714844,0.0025070994161069393,31.631975173950195
31,0.002649332396686077,32.12092971801758,0.0025022318586707115,31.778127670288086
32,0.002650699345394969,32.10511779785156,0.0025022230111062527,31.736103057861328
33,0.0026545096188783646,32.11233139038086,0.0025014744605869055,31.739154815673828
34,0.002650701906532049,32.117557525634766,0.00250147539190948,31.76590919494629
35,0.002651065122336149,32.145503997802734,0.0024989242665469646,31.781831741333008
36,0.002657979493960738,32.142303466796875,0.002498932182788849,31.819202423095703
37,0.0026577755343168974,32.14227294921875,0.002497146837413311,31.840301513671875
38,0.0026408019475638866,32.18431854248047,0.002496890490874648,31.824100494384766
39,0.0026318032760173082,32.18598556518555,0.002496670000255108,31.841873168945312
40,0.002647045999765396,32.175228118896484,0.0024968928191810846,31.838136672973633
41,0.002645744476467371,32.160640716552734,0.002496864181011915,31.822179794311523
42,0.0026472227182239294,32.182701110839844,0.0024947563651949167,31.863693237304688
43,0.002649694913998246,32.17332077026367,0.0024966648779809475,31.80682945251465
44,0.0026490427553653717,32.16169738769531,0.0024960895534604788,31.84174346923828
45,0.0026459265500307083,32.17324447631836,0.002497265115380287,31.77816390991211
46,0.002643958432599902,32.195674896240234,0.0024947659112513065,31.868125915527344
47,0.0026433910243213177,32.21665573120117,0.0024935263209044933,31.885507583618164
48,0.002650494920089841,32.1927375793457,0.0024943973403424025,31.865604400634766
49,0.0026438902132213116,32.20085144042969,0.002494638320058584,31.87449073791504
50,0.0026414019521325827,32.223628997802734,0.002493716310709715,31.884597778320312
51,0.002631960203871131,32.24566650390625,0.0024931151419878006,31.881059646606445
52,0.0026393854059278965,32.225467681884766,0.002493777312338352,31.879478454589844
53,0.002632525283843279,32.23640441894531,0.0024931777734309435,31.88516616821289
54,0.002639937913045287,32.23947525024414,0.002492638071998954,31.896270751953125
55,0.0026345152873545885,32.23833465576172,0.0024926229380071163,31.900861740112305
56,0.002642320701852441,32.23255920410156,0.0024926932528615,31.89809226989746
57,0.002641129307448864,32.23223876953125,0.002492319094017148,31.900794982910156
58,0.002642368897795677,32.23623275756836,0.0024923593737185,31.898292541503906
59,0.002638298086822033,32.24723815917969,0.002492254599928856,31.904830932617188
60,0.002638621721416712,32.24720764160156,0.0024924923200160265,31.89992904663086
61,0.0026396673638373613,32.23688888549805,0.002492462983354926,31.9019832611084
