0,7,4,4,7,1,4,7,3,2,7,1,3,7,5,4,7,5,1,7,4,4,7,4,0,7,5,4
0,7,5,5,7,6,3,6,4,0,0,0,5,7,6,7,7,6,1,1,4,0,4,2,4,1,4,4
0,7,5,5,7,6,3,6,4,0,0,0,5,7,6,7,7,6,1,1,2,0,4,2,4,1,2,4
0,7,5,5,7,6,3,6,4,0,0,0,5,7,6,7,6,6,1,1,2,0,4,2,4,1,2,4
1,7,5,5,7,6,3,6,4,0,0,0,5,7,6,7,6,6,1,1,2,0,4,2,4,1,2,4
