epoch,loss,psnr,val_loss,val_psnr
0,0.0021753313485533,30.403839111328125,0.000735280045773834,35.43632125854492
1,0.0017458568327128887,31.284015655517578,0.0006649851566180587,36.28221893310547
2,0.0016669193282723427,31.671119689941406,0.000636498793028295,36.83714294433594
3,0.001623260322958231,31.908124923706055,0.00062565814005211,37.00836944580078
4,0.001598773174919188,32.02580642700195,0.0006139848264865577,37.264522552490234
5,0.0015854474622756243,32.0797119140625,0.0006089804228395224,37.17451095581055
6,0.0015535224229097366,32.186439514160156,0.000603953842073679,37.34714126586914
7,0.0015496768755838275,32.187705993652344,0.0005991533398628235,37.34629821777344
8,0.0015523240435868502,32.179710388183594,0.0005987272597849369,37.391204833984375
9,0.0015372069319710135,32.23598098754883,0.0005955556407570839,37.37093734741211
10,0.001536080613732338,32.24052047729492,0.0005940173869021237,37.31703186035156
11,0.0015317245852202177,32.2469596862793,0.000594541197642684,37.33441162109375
12,0.0015201590722426772,32.28359603881836,0.0005920773837715387,37.38841247558594
13,0.0015241538640111685,32.312705993652344,0.0005912398919463158,37.36309051513672
14,0.0015190175035968423,32.280906677246094,0.000590692856349051,37.3579216003418
15,0.0015179796610027552,32.28132247924805,0.0005901303375139832,37.372764587402344
16,0.0015194345032796264,32.297218322753906,0.0005900965188629925,37.38431167602539
